city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price,suggested_price,price_delta,quality_index
Mumbai,Andheri,Private room,1,1,1,2,4.75,58,0,15,31.0,4,42.73,46.42254166666665,3.6925416666666564,2.675
Sydney,Newtown,Private room,2,2,1,2,4.28,37,0,15,25.0,10,41.69,73.74589637462768,32.05589637462768,2.44
New York,Staten Island,Private room,1,1,1,1,4.45,52,0,16,10.0,9,37.93,46.02963360208411,8.099633602084111,2.545
Sydney,Newtown,Entire home/apt,5,1,1,1,4.61,113,0,2,22.0,12,96.61,105.12390359189027,8.51390359189027,2.345
Tokyo,Shinjuku,Entire home/apt,6,2,1,3,4.64,43,0,5,12.0,9,86.97,98.24628061961548,11.276280619615477,2.42
Mumbai,Bandra,Entire home/apt,7,2,1,3,4.63,95,0,10,22.0,7,69.68,56.82620833333332,-12.853791666666687,2.515
Tokyo,Shibuya,Entire home/apt,3,2,1,2,4.13,47,1,10,6.0,8,122.17,102.43346970233732,-19.736530297662682,2.315
Bengaluru,HSR Layout,Entire home/apt,4,2,1,3,4.42,63,1,9,10.0,6,48.14,37.30930555555555,-10.830694444444454,2.44
Paris,Bastille,Private room,4,2,1,2,4.76,55,0,9,28.0,8,69.82,80.80579879106803,10.985798791068035,2.56
Sydney,Bondi,Shared room,2,1,1,1,4.91,32,1,6,24.0,6,35.01,62.19730101598928,27.187301015989284,2.625
Sydney,Surry Hills,Private room,5,2,1,3,4.75,74,0,13,23.0,11,88.36,71.61556922449286,-16.74443077550714,2.635
Austin,Hyde Park,Entire home/apt,6,2,1,3,4.6,90,0,12,19.0,7,76.76,89.28058333333338,12.520583333333377,2.54
Austin,East Austin,Entire home/apt,6,1,1,1,5.0,112,0,15,26.0,4,84.32,86.36166666666658,2.041666666666586,2.8
Sydney,Surry Hills,Entire home/apt,2,2,1,3,4.7,7,0,16,8.0,2,81.52,86.62379921445357,5.1037992144535735,2.67
Austin,Hyde Park,Entire home/apt,2,2,1,2,5.0,33,1,12,37.0,8,93.57,93.0566249999999,-0.5133750000000958,2.79
San Francisco,SoMa,Private room,4,1,1,2,4.68,53,1,11,38.0,9,101.88,89.14884151687023,-12.73115848312976,2.61
Austin,Hyde Park,Entire home/apt,7,1,1,2,4.24,54,0,9,37.0,1,71.81,95.98709375000006,24.177093750000054,2.3000000000000003
Austin,Zilker,Entire home/apt,2,2,1,2,4.84,45,0,4,23.0,7,94.39,82.24974999999998,-12.140250000000023,2.5
Tokyo,Roppongi,Entire home/apt,5,3,1,4,4.89,138,0,3,13.0,6,131.8,116.16144857465325,-15.638551425346762,2.505
Bengaluru,Koramangala,Private room,4,1,1,1,4.31,108,0,9,12.0,8,29.06,28.641083333333302,-0.41891666666669636,2.335
Dubai,Deira,Entire home/apt,9,2,1,2,5.0,64,0,17,12.0,8,103.87,106.14931747043012,2.279317470430115,2.84
Sydney,CBD,Private room,6,1,2,2,4.54,12,0,7,15.0,5,52.02,54.122356287155604,2.102356287155601,2.41
Bengaluru,HSR Layout,Private room,1,2,1,2,4.27,47,0,10,12.0,11,16.18,20.022916666666656,3.8429166666666568,2.335
Tokyo,Roppongi,Entire home/apt,5,1,1,1,4.77,17,0,15,12.0,5,97.53,98.42508739121983,0.8950873912198318,2.6849999999999996
San Francisco,SoMa,Private room,7,1,1,2,4.47,53,0,8,23.0,8,75.57,73.17351530078987,-2.39648469921012,2.395
Sydney,Surry Hills,Private room,6,1,1,2,4.39,67,1,12,8.0,2,37.64,47.86398619039148,10.223986190391479,2.4849999999999994
Sydney,Manly,Entire home/apt,3,1,1,2,4.96,8,0,11,0.0,12,94.66,82.2614035673336,-12.398596432666395,2.7
Paris,Le Marais,Private room,6,1,1,1,5.0,73,0,11,19.0,7,85.64,66.28390166582321,-19.356098334176792,2.72
Tokyo,Roppongi,Private room,4,1,1,2,3.8,77,1,9,11.0,3,52.08,61.09182754507649,9.011827545076493,2.13
Dubai,Marina,Private room,7,1,1,1,4.44,110,0,8,9.0,4,49.15,50.71052942945767,1.5605294294576737,2.3800000000000003
Dubai,Deira,Private room,5,1,1,1,5.0,83,0,11,5.0,9,38.57,45.84610280280616,7.276102802806157,2.72
Paris,Bastille,Entire home/apt,9,1,1,2,4.84,65,0,10,33.0,9,122.68,127.74529355408204,5.065293554082032,2.62
Dubai,Marina,Entire home/apt,6,1,1,2,4.14,89,0,19,25.0,12,112.6,116.81991135109475,4.219911351094751,2.4499999999999997
Bengaluru,Koramangala,Entire home/apt,8,2,1,3,4.87,92,0,12,14.0,8,61.45,57.958083333333235,-3.491916666666768,2.675
Dubai,Deira,Entire home/apt,4,2,1,2,4.74,48,1,16,13.0,9,89.24,90.66804606230679,1.428046062306791,2.7399999999999998
Sydney,Newtown,Entire home/apt,5,2,1,2,4.54,32,1,17,12.0,1,105.2,92.65111293416544,-12.548887065834563,2.6599999999999997
Paris,Bastille,Entire home/apt,5,2,1,2,4.32,42,0,9,26.0,2,95.46,112.44642028644878,16.98642028644879,2.3400000000000003
Mumbai,Bandra,Entire home/apt,7,1,1,1,4.88,53,1,9,24.0,6,64.07,60.37899999999994,-3.6910000000000522,2.67
San Francisco,Sunset,Entire home/apt,5,2,1,3,5.0,1,1,16,4.0,2,101.13,97.51793178579572,-3.612068214204271,2.8699999999999997
Mumbai,Dadar,Entire home/apt,2,1,1,2,4.68,93,0,13,37.0,7,61.83,76.48733333333331,14.657333333333312,2.5999999999999996
Mumbai,Colaba,Entire home/apt,5,2,1,3,5.0,19,0,5,35.0,3,73.05,68.34099999999998,-4.709000000000017,2.6
Mumbai,Bandra,Entire home/apt,6,2,2,2,4.38,68,0,11,5.0,8,25.57,45.9305,20.360500000000002,2.41
Sydney,Newtown,Entire home/apt,2,3,1,3,4.47,57,1,18,12.0,11,82.08,96.0197193157998,13.939719315799806,2.6449999999999996
Sydney,Bondi,Entire home/apt,3,1,1,2,4.39,69,0,11,28.0,1,101.21,108.98603807299891,7.776038072998915,2.415
New York,Brooklyn,Entire home/apt,4,2,1,2,4.2,102,0,4,24.0,7,125.11,115.46002001820202,-9.649979981797983,2.18
San Francisco,SoMa,Entire home/apt,6,3,1,3,4.97,29,0,2,25.0,11,107.72,125.85612579916253,18.136125799162528,2.525
Bengaluru,Koramangala,Entire home/apt,3,1,1,2,4.74,17,0,12,3.0,2,19.1,33.556416666666664,14.456416666666662,2.6100000000000003
Tokyo,Shibuya,Entire home/apt,7,2,1,2,4.8,13,0,12,22.0,8,138.18,124.64207343073456,-13.537926569265451,2.6399999999999997
Mumbai,Powai,Entire home/apt,7,2,1,3,5.0,47,0,9,18.0,2,40.74,48.01941666666668,7.279416666666677,2.68
Paris,Montmartre,Entire home/apt,5,3,1,4,4.38,65,1,2,19.0,7,107.75,123.87606434231016,16.12606434231016,2.28
San Francisco,Mission,Entire home/apt,9,1,1,2,4.55,119,0,11,0.0,7,127.94,136.28777120726488,8.347771207264884,2.495
Mumbai,Colaba,Entire home/apt,4,2,1,3,4.7,77,0,13,15.0,6,43.31,45.682104166666704,2.372104166666702,2.6100000000000003
Tokyo,Roppongi,Private room,4,1,1,1,5.0,103,0,4,15.0,8,76.93,58.32391406478863,-18.606085935211375,2.58
New York,Staten Island,Entire home/apt,7,1,1,1,4.82,79,0,2,10.0,12,70.5,94.34829914863636,23.848299148636357,2.45
Bengaluru,HSR Layout,Entire home/apt,7,2,1,2,4.02,51,0,14,21.0,7,53.47,55.55262500000004,2.082625000000043,2.29
Bengaluru,HSR Layout,Private room,1,1,1,2,4.64,176,1,14,30.0,2,36.73,43.918416666666666,7.188416666666669,2.6499999999999995
Mumbai,Powai,Entire home/apt,5,3,1,4,4.72,14,0,7,22.0,11,54.81,52.002083333333395,-2.807916666666607,2.5
Tokyo,Shibuya,Shared room,1,1,2,2,5.0,94,0,14,8.0,10,32.36,55.17000392008855,22.810003920088548,2.7800000000000002
Bengaluru,HSR Layout,Entire home/apt,9,3,1,4,4.86,94,0,12,28.0,12,65.8,62.48496666666668,-3.315033333333318,2.67
Sydney,Newtown,Entire home/apt,5,2,1,2,5.0,71,0,19,4.0,9,72.88,93.28531042728764,20.405310427287645,2.88
San Francisco,Marina,Entire home/apt,2,1,1,1,5.0,53,0,20,22.0,7,154.48,145.686603649507,-8.793396350492998,2.9
London,Westminster,Entire home/apt,4,2,1,3,4.98,132,0,15,17.0,10,149.59,128.33007431778267,-21.25992568221733,2.79
Tokyo,Shibuya,Entire home/apt,7,3,1,4,4.76,114,1,10,38.0,6,162.63,154.05849895136677,-8.571501048633223,2.63
San Francisco,Mission,Entire home/apt,5,3,1,3,4.32,74,0,19,35.0,9,159.3,154.48686584267267,-4.81313415732734,2.54
San Francisco,Sunset,Private room,7,1,1,1,3.99,33,0,11,21.0,12,61.49,71.81728548160547,10.327285481605465,2.2150000000000003
New York,Manhattan,Private room,4,2,1,2,4.11,28,0,20,28.0,12,101.79,99.73997222222225,-2.050027777777757,2.455
Bengaluru,HSR Layout,Private room,1,1,1,1,4.42,96,0,9,0.0,12,12.0,16.306749999999997,4.306749999999997,2.39
Austin,Downtown,Entire home/apt,8,1,1,1,4.7,53,0,20,33.0,1,87.26,95.20691666666673,7.9469166666667235,2.75
New York,Staten Island,Entire home/apt,4,1,1,1,3.85,130,0,6,13.0,10,76.16,92.53238096588022,16.372380965880225,2.045
Dubai,Bur Dubai,Entire home/apt,2,2,1,3,5.0,105,0,13,35.0,3,101.45,110.54004045748161,9.090040457481606,2.76
Dubai,Bur Dubai,Entire home/apt,5,2,2,2,4.43,69,1,9,25.0,8,88.87,97.50070714558532,8.630707145585319,2.445
London,Westminster,Entire home/apt,5,2,1,2,4.51,81,0,9,11.0,7,141.66,125.33245985377286,-16.327540146227136,2.435
Dubai,Deira,Entire home/apt,7,1,1,1,4.84,72,0,8,37.0,11,87.64,91.71240196078426,4.072401960784262,2.58
Tokyo,Shinjuku,Entire home/apt,2,2,1,2,4.86,47,1,17,18.0,9,119.57,116.44385633206662,-3.126143667933377,2.82
Bengaluru,HSR Layout,Entire home/apt,6,2,1,3,4.67,81,0,7,0.0,8,49.27,44.253416666666645,-5.016583333333358,2.475
Dubai,Bur Dubai,Entire home/apt,5,1,1,2,4.64,119,1,16,14.0,5,84.58,89.6757119207622,5.095711920762199,2.6899999999999995
Tokyo,Shinjuku,Private room,5,2,1,3,4.84,65,1,13,39.0,7,118.59,107.75647892372471,-10.83352107627529,2.7299999999999995
Paris,Bastille,Entire home/apt,3,1,1,2,4.91,96,0,5,20.0,1,89.95,99.23400639047888,9.28400639047888,2.555
San Francisco,Marina,Entire home/apt,6,2,1,2,3.82,48,0,4,1.0,9,99.96,113.43049411145766,13.470494111457668,1.99
Dubai,Jumeirah,Entire home/apt,6,2,2,2,4.38,5,0,8,18.0,2,77.13,89.19582684852682,12.065826848526825,2.35
Sydney,Bondi,Private room,2,2,1,3,4.67,47,1,7,32.0,7,78.13,84.00865136011832,5.878651360118326,2.525
Austin,Hyde Park,Entire home/apt,7,1,1,2,3.69,117,0,10,21.0,10,71.27,90.84091666666669,19.57091666666669,2.045
San Francisco,Sunset,Private room,5,1,1,1,4.37,82,0,6,1.0,11,55.77,52.7120550772915,-3.0579449227085007,2.305
Tokyo,Shibuya,Entire home/apt,3,1,1,1,4.77,179,0,13,32.0,1,127.77,132.67104998289182,4.90104998289182,2.6449999999999996
Dubai,Marina,Entire home/apt,4,1,1,1,4.43,50,0,6,1.0,10,73.8,81.84875402399554,8.048754023995542,2.335
Austin,Zilker,Entire home/apt,8,2,1,3,4.39,0,1,13,36.0,9,107.07,99.73880555555549,-7.331194444444506,2.505
Dubai,Marina,Entire home/apt,9,2,1,3,5.0,50,0,7,8.0,1,68.46,78.80250986649617,10.342509866496172,2.64
Sydney,Bondi,Entire home/apt,7,2,1,2,4.37,108,1,2,22.0,5,129.72,108.79803018447049,-20.921969815529508,2.275
Sydney,Manly,Hotel room,3,1,1,2,4.41,19,0,4,35.0,10,87.44,95.39824999999999,7.9582499999999925,2.285
Sydney,Bondi,Entire home/apt,3,1,1,1,4.42,28,0,8,32.0,5,133.46,111.27125091180234,-22.188749088197667,2.37
Mumbai,Bandra,Entire home/apt,9,2,1,2,5.0,28,0,11,33.0,3,64.06,74.51299999999993,10.452999999999932,2.72
Dubai,Deira,Entire home/apt,6,2,1,3,4.47,69,0,8,36.0,12,106.31,98.81942324854664,-7.490576751453361,2.395
Bengaluru,Indiranagar,Entire home/apt,2,1,1,2,5.0,71,0,11,9.0,12,43.93,42.077733333333335,-1.8522666666666652,2.72
Dubai,Downtown,Entire home/apt,3,1,1,1,4.25,109,0,6,4.0,9,80.63,83.93019481215664,3.300194812156647,2.245
Sydney,Surry Hills,Entire home/apt,6,1,1,2,4.63,22,0,12,23.0,2,96.86,105.11905387878417,8.259053878784172,2.5549999999999997
Mumbai,Bandra,Shared room,2,1,1,2,4.33,73,0,14,12.0,8,17.72,23.443083333333323,5.723083333333324,2.4450000000000003
Tokyo,Asakusa,Entire home/apt,6,2,1,2,4.7,59,0,4,2.0,4,73.32,88.39337268999424,15.073372689994244,2.43
Sydney,Newtown,Private room,6,1,1,1,4.53,78,0,8,5.0,11,24.8,49.40457265804295,24.60457265804295,2.4250000000000003
London,Greenwich,Private room,7,1,1,2,4.82,56,0,12,1.0,2,47.99,50.590634525491005,2.600634525491003,2.6500000000000004
San Francisco,SoMa,Entire home/apt,8,1,1,1,4.02,20,1,7,17.0,4,128.43,124.1672142318585,-4.262785768141512,2.1999999999999997
Tokyo,Roppongi,Shared room,6,1,1,2,4.95,107,0,6,2.0,8,54.22,48.17212398187754,-6.047876018122459,2.595
London,Hackney,Private room,5,1,1,1,4.81,77,0,14,24.0,8,64.55,68.38343404651418,3.833434046514185,2.6849999999999996
Austin,South Congress,Entire home/apt,9,1,1,2,4.56,4,0,2,3.0,6,70.96,58.19250000000001,-12.767499999999984,2.32
Tokyo,Ginza,Entire home/apt,3,2,1,3,4.06,120,0,2,28.0,3,127.08,120.06859394132121,-7.011406058678787,2.07
Bengaluru,HSR Layout,Entire home/apt,9,1,1,2,4.03,130,0,11,37.0,6,81.8,63.421416666666715,-18.37858333333328,2.2350000000000003
New York,Staten Island,Entire home/apt,3,2,1,3,4.66,82,1,4,20.0,12,100.25,105.56791091919771,5.317910919197715,2.46
Mumbai,Bandra,Entire home/apt,9,1,1,1,4.12,1,1,16,39.0,3,52.51,74.06258333333335,21.552583333333352,2.4299999999999997
Paris,Montmartre,Entire home/apt,4,2,1,3,4.53,26,0,9,7.0,11,81.18,95.7161100070088,14.536110007008787,2.4450000000000003
New York,Manhattan,Private room,1,1,1,1,4.97,34,1,4,25.0,7,86.73,84.9505938022139,-1.779406197786102,2.6149999999999998
Sydney,Surry Hills,Private room,6,1,1,2,4.89,51,0,20,9.0,3,45.21,54.598792862716685,9.388792862716684,2.8449999999999998
Mumbai,Bandra,Entire home/apt,6,2,1,3,4.4,28,0,12,5.0,3,55.19,49.939999999999934,-5.250000000000064,2.4400000000000004
Mumbai,Colaba,Hotel room,6,1,1,2,5.0,10,0,7,38.0,12,60.27,63.30516666666676,3.035166666666754,2.64
New York,Bronx,Entire home/apt,2,1,1,2,5.0,79,0,9,33.0,5,94.33,121.09831071184861,26.768310711848613,2.68
London,Camden,Entire home/apt,5,2,1,3,3.85,45,0,6,11.0,6,98.29,100.67597487774486,2.3859748777448573,2.045
London,Westminster,Entire home/apt,2,3,1,3,5.0,134,1,12,26.0,3,137.88,139.47586986250664,1.595869862506646,2.79
Mumbai,Andheri,Entire home/apt,8,2,1,2,4.45,69,0,17,33.0,3,64.92,67.22466666666669,2.304666666666691,2.565
Dubai,Bur Dubai,Entire home/apt,9,2,1,3,3.89,56,0,26,24.0,6,109.05,118.70698414849657,9.656984148496576,2.465
Sydney,CBD,Entire home/apt,7,2,1,3,4.2,74,1,18,20.0,1,89.67,105.33260896650931,15.66260896650931,2.51
Paris,Latin Quarter,Private room,1,2,1,2,4.86,64,0,17,10.0,1,43.88,54.71458302424873,10.83458302424873,2.77
London,Greenwich,Entire home/apt,6,1,1,2,4.24,16,0,22,33.0,7,126.36,123.42100976535967,-2.938990234640329,2.56
London,Greenwich,Private room,2,1,1,1,4.11,14,0,20,16.0,12,77.42,71.10881413227179,-6.311185867728213,2.455
Austin,Hyde Park,Entire home/apt,4,1,1,2,4.56,60,1,8,1.0,5,44.04,62.49489285714285,18.454892857142852,2.4899999999999998
New York,Staten Island,Entire home/apt,6,1,1,2,4.3,69,0,24,9.0,4,75.77,95.98501741814411,20.215017418144114,2.63
Austin,South Congress,Entire home/apt,7,3,1,3,4.22,132,0,2,16.0,2,86.57,82.53141666666657,-4.0385833333334205,2.15
Sydney,Manly,Entire home/apt,4,1,1,2,4.82,14,0,21,15.0,4,100.65,103.58244481966925,2.932444819669243,2.83
New York,Bronx,Entire home/apt,3,1,1,1,4.64,34,0,16,30.0,2,80.05,113.22495940276768,33.17495940276768,2.6399999999999997
Mumbai,Andheri,Private room,4,2,1,2,4.27,84,0,7,20.0,12,30.91,32.27245289855069,1.3624528985506892,2.275
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.62,63,0,3,3.0,7,96.58,100.39641354736251,3.816413547362515,2.37
Austin,South Congress,Entire home/apt,2,2,1,2,4.33,19,0,2,0.0,7,42.17,53.28041666666666,11.110416666666659,2.205
Paris,Le Marais,Entire home/apt,2,1,1,1,4.08,6,0,2,38.0,11,108.69,115.14522275807302,6.45522275807302,2.08
Mumbai,Colaba,Entire home/apt,9,2,1,3,4.63,42,1,10,29.0,5,78.12,63.54941666666668,-14.570583333333325,2.565
San Francisco,Nob Hill,Entire home/apt,5,2,1,3,4.5,21,0,17,24.0,10,140.0,138.3967395038881,-1.6032604961118864,2.59
Paris,Le Marais,Private room,6,1,1,2,3.99,18,0,13,1.0,11,52.71,48.82404168178799,-3.885958318212012,2.255
Bengaluru,HSR Layout,Private room,1,1,1,2,4.25,56,0,4,21.0,7,22.78,39.05158333333333,16.271583333333332,2.205
London,Kensington,Entire home/apt,4,1,1,1,5.0,35,1,7,34.0,6,137.98,127.2594177376118,-10.720582262388191,2.69
Sydney,Surry Hills,Entire home/apt,8,2,1,2,4.75,19,0,14,7.0,10,96.65,92.44587495605411,-4.2041250439458935,2.6550000000000002
Dubai,Deira,Entire home/apt,3,1,1,2,4.04,23,1,4,16.0,7,83.66,85.87092604641188,2.2109260464118847,2.15
London,Greenwich,Entire home/apt,2,4,1,4,4.87,15,1,20,13.0,10,111.57,113.32275274056286,1.752752740562869,2.885
Dubai,Deira,Entire home/apt,9,3,1,4,4.42,79,0,14,15.0,5,79.53,106.05036132964355,26.52036132964355,2.49
New York,Staten Island,Entire home/apt,8,2,1,3,4.66,73,0,8,17.0,7,107.43,106.2295272603595,-1.200472739640503,2.49
Sydney,Bondi,Private room,5,1,1,2,4.82,86,0,15,23.0,1,63.18,69.5244790557526,6.344479055752593,2.71
Tokyo,Ginza,Private room,6,3,1,3,4.21,0,0,12,25.0,10,93.0,76.32999447551838,-16.670005524481624,2.3449999999999998
San Francisco,Marina,Private room,4,2,1,2,4.25,85,0,11,39.0,3,94.7,82.5261747896386,-12.1738252103614,2.345
New York,Queens,Entire home/apt,2,2,1,2,4.84,88,0,13,22.0,3,94.72,106.40606991974073,11.686069919740731,2.6799999999999997
London,Kensington,Entire home/apt,5,2,1,2,4.04,1,0,4,25.0,2,104.54,106.41982653380842,1.8798265338084121,2.1
Paris,Montmartre,Entire home/apt,8,2,1,2,4.91,30,0,14,3.0,3,106.43,104.31911739054136,-2.110882609458642,2.7350000000000003
San Francisco,SoMa,Entire home/apt,6,2,1,3,4.75,42,1,6,26.0,12,144.06,139.1643735224953,-4.895626477504692,2.545
Austin,East Austin,Shared room,5,1,1,2,4.41,122,0,20,9.0,12,28.33,37.5808060185185,9.250806018518503,2.605
London,Kensington,Entire home/apt,9,2,1,3,4.71,85,0,8,38.0,3,163.73,137.2689150152525,-26.461084984747487,2.515
Mumbai,Powai,Entire home/apt,8,2,1,2,5.0,27,0,6,5.0,10,39.46,46.9570277777778,7.497027777777802,2.62
Dubai,Downtown,Entire home/apt,6,2,1,2,4.66,80,0,19,17.0,12,148.32,111.71867223716971,-36.60132776283028,2.71
Dubai,Bur Dubai,Entire home/apt,3,1,1,2,4.67,104,0,16,32.0,12,96.48,110.19676633278773,13.716766332787728,2.655
New York,Manhattan,Entire home/apt,8,2,1,2,4.26,70,0,12,37.0,7,168.61,170.53146592203555,1.9214659220355372,2.37
San Francisco,Marina,Entire home/apt,8,1,1,1,4.41,41,1,8,29.0,12,124.57,131.6684196428747,7.098419642874717,2.415
Tokyo,Asakusa,Entire home/apt,8,2,1,3,4.49,29,0,10,21.0,11,88.05,99.80431668973932,11.754316689739326,2.4450000000000003
Tokyo,Shibuya,Entire home/apt,8,2,1,3,5.0,93,0,11,6.0,4,120.3,114.45527310902031,-5.844726890979686,2.72
San Francisco,Nob Hill,Entire home/apt,7,1,1,2,4.48,108,1,24,36.0,10,165.93,154.7549512869892,-11.175048713010796,2.77
San Francisco,Marina,Private room,5,1,1,1,4.62,65,0,11,21.0,5,77.22,72.78329047109781,-4.436709528902185,2.5300000000000002
Paris,Le Marais,Entire home/apt,3,2,1,2,4.83,89,1,13,37.0,4,135.21,137.73036111339687,2.5203611133968593,2.7249999999999996
New York,Staten Island,Entire home/apt,4,1,1,2,4.59,55,0,21,28.0,4,83.14,110.35780165674977,27.21780165674977,2.715
Bengaluru,Indiranagar,Private room,1,1,2,1,3.44,1,1,16,17.0,7,28.92,36.35766666666666,7.437666666666658,2.09
Austin,Hyde Park,Private room,1,1,1,2,4.72,18,0,12,10.0,11,29.2,39.941728249548504,10.741728249548505,2.5999999999999996
Paris,Le Marais,Shared room,4,1,1,1,4.49,70,0,11,9.0,5,52.18,44.87683980277709,-7.303160197222908,2.4650000000000003
Dubai,Downtown,Entire home/apt,7,2,1,2,4.89,72,0,10,28.0,3,118.49,115.63473032146837,-2.855269678531627,2.645
Sydney,Newtown,Private room,6,1,2,1,4.8,111,0,6,36.0,3,78.84,87.4457526432827,8.605752643282699,2.52
Bengaluru,HSR Layout,Entire home/apt,5,1,1,2,4.59,16,0,11,20.0,2,24.11,45.65625000000001,21.546250000000008,2.515
New York,Staten Island,Entire home/apt,3,1,1,1,4.96,43,0,10,13.0,9,85.8,82.42833368092714,-3.371666319072858,2.68
New York,Bronx,Private room,1,2,1,2,4.67,40,1,8,39.0,7,90.19,89.08711049955596,-1.1028895004440358,2.545
Sydney,Newtown,Private room,4,2,1,2,4.57,117,1,6,11.0,6,62.85,56.10594033102091,-6.744059668979091,2.455
Bengaluru,Whitefield,Entire home/apt,4,1,1,1,4.56,37,0,2,19.0,4,36.82,39.54613095238094,2.7261309523809416,2.32
London,Westminster,Entire home/apt,6,1,1,2,4.42,42,0,9,35.0,4,133.25,127.11858051904849,-6.131419480951507,2.39
Dubai,Jumeirah,Entire home/apt,8,1,1,1,4.13,66,0,7,10.0,4,60.94,89.37565751188825,28.43565751188825,2.205
San Francisco,Nob Hill,Entire home/apt,9,2,1,2,4.38,40,0,14,2.0,10,115.36,115.91214634952476,0.5521463495247616,2.4699999999999998
Dubai,Deira,Entire home/apt,7,2,2,2,4.73,69,0,7,21.0,11,59.83,72.7034499255952,12.873449925595196,2.5050000000000003
London,Greenwich,Private room,5,2,1,3,4.74,74,0,17,10.0,12,71.94,65.6705426531195,-6.2694573468805,2.71
Austin,East Austin,Entire home/apt,9,2,1,2,4.34,38,0,12,12.0,11,70.41,74.01333333333328,3.603333333333282,2.41
Paris,Latin Quarter,Entire home/apt,4,2,1,3,3.9,65,0,9,32.0,6,129.2,133.34835736918453,4.148357369184538,2.13
Bengaluru,Indiranagar,Entire home/apt,4,2,1,3,4.75,5,0,2,15.0,9,42.27,42.659083333333406,0.38908333333340295,2.415
New York,Staten Island,Entire home/apt,9,2,1,2,4.64,122,0,14,4.0,1,99.9,94.74745787943507,-5.152542120564931,2.5999999999999996
Dubai,Deira,Entire home/apt,9,2,1,2,4.6,36,0,8,7.0,2,50.63,84.55700241113914,33.927002411139135,2.46
Bengaluru,Indiranagar,Private room,2,2,1,3,4.63,19,0,4,14.0,7,23.21,28.486166666666644,5.276166666666644,2.395
New York,Staten Island,Entire home/apt,5,1,1,1,4.6,20,1,21,34.0,5,97.87,116.82849556723058,18.95849556723057,2.7699999999999996
Dubai,Jumeirah,Private room,1,3,1,3,5.0,35,0,2,16.0,7,54.02,60.91096636396013,6.890966363960125,2.54
Dubai,Jumeirah,Entire home/apt,3,2,1,3,4.83,135,0,14,35.0,8,124.08,129.50262912144913,5.422629121449134,2.6950000000000003
London,Hackney,Private room,2,1,2,1,4.89,24,0,11,36.0,7,73.26,83.26689922457467,10.006899224574667,2.665
Paris,Le Marais,Entire home/apt,6,2,1,3,5.0,52,1,15,20.0,3,110.8,123.90166635210491,13.101666352104914,2.8499999999999996
Mumbai,Bandra,Entire home/apt,2,3,1,4,4.72,92,0,7,12.0,9,62.25,57.051916666666656,-5.198083333333344,2.5
Tokyo,Shinjuku,Private room,3,1,1,1,4.51,31,1,7,36.0,1,75.01,79.50938508583495,4.499385085834945,2.445
Dubai,Jumeirah,Entire home/apt,2,2,1,2,4.52,60,0,8,27.0,4,107.67,100.75870766558552,-6.911292334414483,2.42
Bengaluru,Koramangala,Entire home/apt,2,1,1,2,4.35,40,0,12,3.0,4,16.25,23.568583333333315,7.318583333333315,2.415
New York,Queens,Entire home/apt,9,1,1,2,4.85,96,0,11,22.0,5,129.68,123.5216562016021,-6.158343798397908,2.645
Paris,Bastille,Entire home/apt,4,1,1,2,4.23,68,0,13,31.0,3,108.43,118.92884576949227,10.498845769492263,2.375
Dubai,Jumeirah,Private room,4,1,1,2,4.31,37,0,11,19.0,4,55.02,49.594379297424204,-5.425620702575799,2.375
Dubai,Marina,Entire home/apt,3,1,1,1,4.38,64,1,14,2.0,10,82.82,83.03697018761208,0.21697018761209108,2.5199999999999996
Mumbai,Andheri,Entire home/apt,5,2,1,3,4.4,126,0,13,11.0,8,40.49,39.08360833333333,-1.4063916666666714,2.46
Bengaluru,Whitefield,Private room,6,2,1,2,5.0,83,0,2,32.0,12,52.51,46.29016666666669,-6.219833333333305,2.54
New York,Bronx,Entire home/apt,6,2,1,3,4.65,134,0,13,6.0,2,66.09,101.06723244579275,34.97723244579275,2.585
Paris,Le Marais,Private room,4,1,1,1,4.64,80,0,12,37.0,1,98.03,94.45513382614745,-3.5748661738525556,2.5599999999999996
Bengaluru,HSR Layout,Entire home/apt,7,3,1,4,4.65,61,0,13,32.0,11,56.22,62.9497166666667,6.729716666666704,2.585
Paris,Bastille,Entire home/apt,2,2,2,3,4.61,22,0,6,36.0,1,102.87,115.09857533181317,12.228575331813161,2.4250000000000003
Sydney,Bondi,Entire home/apt,5,2,1,3,4.55,138,0,14,4.0,11,105.92,98.18382296343616,-7.736177036563845,2.5549999999999997
Dubai,Marina,Entire home/apt,9,1,1,1,4.67,146,0,22,26.0,7,150.97,137.3327696417706,-13.637230358229402,2.775
Mumbai,Colaba,Entire home/apt,5,2,1,3,4.89,17,0,9,31.0,1,60.41,60.146999999999984,-0.26300000000001234,2.625
Bengaluru,Indiranagar,Private room,1,1,1,2,4.88,67,1,12,21.0,12,54.94,40.03433333333333,-14.905666666666669,2.7299999999999995
London,Hackney,Entire home/apt,8,1,1,2,5.0,53,0,3,19.0,6,89.39,118.22619942903994,28.836199429039937,2.56
Bengaluru,Indiranagar,Private room,5,2,1,2,4.19,62,0,9,27.0,8,35.81,46.477833333333336,10.667833333333334,2.2750000000000004
