city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price
Tokyo,Asakusa,Entire home/apt,2,1,1,1,4.46,33,1,11,21.0,8,82.82
Tokyo,Ginza,Entire home/apt,9,1,1,1,4.22,107,0,13,36.0,11,147.9
Bengaluru,Koramangala,Entire home/apt,2,1,1,1,5.0,59,0,4,32.0,4,61.76
Austin,East Austin,Entire home/apt,7,3,1,3,4.66,58,1,7,17.0,2,79.6
Bengaluru,Whitefield,Entire home/apt,8,3,1,3,4.74,98,0,14,19.0,2,49.41
Paris,Montmartre,Entire home/apt,4,2,1,2,4.25,65,0,12,11.0,10,98.62
London,Kensington,Entire home/apt,3,2,1,3,4.68,50,0,12,3.0,10,108.51
Austin,Hyde Park,Entire home/apt,5,2,1,3,4.75,6,0,11,20.0,10,81.71
Sydney,Bondi,Entire home/apt,3,1,1,2,4.21,27,0,13,19.0,1,84.04
Paris,Bastille,Private room,3,2,1,2,4.13,55,0,18,16.0,7,64.36
London,Kensington,Entire home/apt,6,2,1,3,4.28,134,0,16,36.0,8,206.99
Tokyo,Roppongi,Entire home/apt,8,2,1,3,4.46,27,0,10,39.0,3,130.5
Paris,1st Arr.,Entire home/apt,2,2,1,2,4.41,13,0,15,16.0,5,114.48
London,Greenwich,Hotel room,6,1,1,1,4.24,61,0,13,32.0,10,107.78
Tokyo,Asakusa,Entire home/apt,5,2,1,3,4.55,65,1,10,19.0,8,114.36
Austin,Hyde Park,Entire home/apt,5,3,1,3,4.22,60,0,12,7.0,11,42.16
Tokyo,Shibuya,Entire home/apt,8,3,1,4,5.0,163,0,14,1.0,9,157.21
New York,Brooklyn,Entire home/apt,8,2,2,3,5.0,37,0,6,11.0,2,97.22
London,Kensington,Entire home/apt,4,2,1,3,5.0,16,0,9,28.0,7,142.02
Paris,Montmartre,Entire home/apt,2,2,1,3,4.8,103,1,10,33.0,4,136.92
Paris,Montmartre,Private room,1,1,1,1,4.81,99,0,11,1.0,4,56.03
Mumbai,Colaba,Private room,1,1,1,1,4.22,77,0,13,15.0,12,38.13
Paris,Le Marais,Entire home/apt,3,2,1,3,4.36,80,1,11,6.0,8,107.23
Sydney,Bondi,Private room,3,1,2,1,4.82,51,0,18,25.0,11,71.3
London,Kensington,Entire home/apt,5,2,1,3,4.33,147,0,17,22.0,2,133.97
Paris,Le Marais,Entire home/apt,4,2,1,2,4.96,17,0,13,7.0,12,130.59
Tokyo,Shibuya,Private room,5,2,1,3,4.42,79,0,2,2.0,6,58.22
Mumbai,Andheri,Entire home/apt,3,1,1,2,4.55,67,1,15,21.0,9,53.67
New York,Bronx,Entire home/apt,8,1,1,2,4.09,148,0,17,19.0,4,103.06
Mumbai,Dadar,Entire home/apt,5,2,1,2,4.32,23,0,3,20.0,1,29.81
New York,Staten Island,Private room,7,1,1,1,4.73,95,1,13,37.0,10,71.04
Tokyo,Roppongi,Entire home/apt,5,2,1,2,4.58,12,0,10,19.0,12,112.47
San Francisco,Sunset,Private room,4,1,1,1,4.35,19,1,2,11.0,5,51.51
Dubai,Deira,Private room,2,1,1,1,5.0,23,0,14,34.0,12,59.19
Dubai,Jumeirah,Private room,3,1,1,2,4.03,30,0,7,33.0,11,56.7
London,Camden,Entire home/apt,7,2,1,2,4.56,20,0,2,4.0,6,83.47
Tokyo,Ginza,Entire home/apt,9,2,1,2,4.78,119,0,12,29.0,3,153.58
Sydney,Bondi,Entire home/apt,4,2,1,2,4.95,44,1,6,12.0,8,104.46
Dubai,Bur Dubai,Entire home/apt,2,1,1,2,5.0,118,0,14,19.0,5,78.97
Paris,Montmartre,Entire home/apt,8,2,1,2,4.6,107,1,8,31.0,1,105.25
London,Hackney,Private room,6,2,1,2,4.62,107,1,13,26.0,10,69.82
San Francisco,Marina,Entire home/apt,4,1,1,2,4.58,85,0,12,33.0,2,132.85
San Francisco,Nob Hill,Entire home/apt,5,1,1,1,4.9,99,0,10,4.0,3,113.08
Dubai,Marina,Entire home/apt,5,1,1,2,4.43,8,0,21,25.0,12,125.16
Austin,Hyde Park,Entire home/apt,6,1,1,2,4.17,46,0,9,1.0,6,50.68
Sydney,Surry Hills,Entire home/apt,5,2,2,3,4.72,46,0,13,4.0,1,70.7
Tokyo,Roppongi,Private room,2,2,1,3,4.64,17,0,15,24.0,9,61.3
Mumbai,Powai,Entire home/apt,5,2,1,2,4.81,7,0,23,4.0,10,34.01
San Francisco,Nob Hill,Entire home/apt,4,3,1,3,5.0,59,0,16,9.0,2,129.6
Paris,Montmartre,Hotel room,7,1,2,1,4.26,112,0,9,5.0,6,92.59
Sydney,CBD,Entire home/apt,5,3,1,4,4.36,78,1,2,3.0,8,109.6
Austin,South Congress,Entire home/apt,8,1,1,2,4.17,119,0,16,14.0,9,66.85
Bengaluru,Whitefield,Entire home/apt,3,2,1,3,4.76,62,1,8,27.0,7,40.92
London,Kensington,Private room,6,1,1,1,5.0,71,0,14,34.0,9,108.12
Paris,Latin Quarter,Entire home/apt,3,1,1,1,5.0,72,0,17,27.0,5,145.53
Sydney,Manly,Entire home/apt,2,2,1,3,4.42,23,0,11,15.0,12,97.69
Sydney,Surry Hills,Entire home/apt,6,2,1,2,5.0,74,0,15,25.0,7,126.0
San Francisco,Mission,Private room,1,1,1,1,4.68,78,0,15,37.0,7,107.59
Austin,Downtown,Entire home/apt,2,1,1,1,4.37,106,1,13,2.0,11,56.54
Mumbai,Andheri,Private room,4,1,1,1,5.0,128,0,17,5.0,8,29.06
London,Hackney,Shared room,6,1,1,2,4.43,75,1,14,26.0,5,50.74
Dubai,Jumeirah,Private room,3,1,1,1,4.91,100,0,12,5.0,10,60.06
New York,Manhattan,Entire home/apt,6,2,1,3,4.26,107,0,2,24.0,1,119.6
London,Greenwich,Entire home/apt,4,2,1,3,4.02,40,0,5,22.0,2,84.11
Bengaluru,Indiranagar,Entire home/apt,7,2,1,3,4.96,9,0,10,33.0,5,80.37
Bengaluru,HSR Layout,Private room,3,1,1,2,5.0,107,0,7,31.0,12,49.5
Austin,Downtown,Hotel room,2,1,1,1,4.16,112,0,7,23.0,8,86.06
Mumbai,Bandra,Entire home/apt,6,3,1,4,4.8,36,0,2,33.0,2,49.63
London,Westminster,Private room,6,1,1,2,5.0,43,0,11,25.0,1,58.22
Austin,East Austin,Entire home/apt,9,1,1,2,4.47,112,0,17,7.0,9,70.97
Sydney,CBD,Entire home/apt,4,2,1,3,4.02,26,0,6,11.0,12,95.39
Paris,1st Arr.,Entire home/apt,8,1,1,1,4.77,37,1,9,34.0,2,120.07
Bengaluru,Whitefield,Entire home/apt,5,2,2,2,4.76,121,0,15,10.0,6,35.88
Sydney,Newtown,Private room,2,1,1,2,4.35,22,0,12,11.0,10,40.32
Dubai,Marina,Hotel room,6,1,1,2,4.34,71,1,9,15.0,7,113.89
Sydney,Manly,Entire home/apt,7,2,1,3,3.43,21,0,11,11.0,10,82.69
Bengaluru,Indiranagar,Entire home/apt,9,2,1,2,5.0,26,0,3,35.0,5,64.83
London,Greenwich,Entire home/apt,2,4,1,4,4.87,15,1,20,13.0,10,111.57
Mumbai,Colaba,Entire home/apt,7,2,2,2,3.94,57,1,21,7.0,2,47.36
Mumbai,Dadar,Private room,7,1,1,1,4.57,74,0,9,22.0,1,29.48
Bengaluru,MG Road,Entire home/apt,3,3,1,3,3.8,23,0,11,30.0,5,47.49
Dubai,Deira,Entire home/apt,7,2,1,2,4.43,99,1,11,17.0,6,89.65
New York,Queens,Private room,2,1,1,1,4.54,90,0,15,14.0,1,59.18
London,Kensington,Private room,4,1,1,2,4.32,84,1,15,24.0,12,89.81
London,Greenwich,Entire home/apt,8,1,1,1,4.4,22,0,2,17.0,1,71.86
Paris,Bastille,Private room,7,2,2,3,4.92,117,0,4,33.0,10,90.92
San Francisco,SoMa,Entire home/apt,3,2,1,3,4.03,73,1,4,34.0,4,110.61
London,Greenwich,Private room,2,1,1,2,4.19,80,1,23,14.0,7,72.25
Dubai,Jumeirah,Private room,7,2,1,3,4.83,109,0,7,27.0,2,74.08
Tokyo,Roppongi,Entire home/apt,8,2,2,2,5.0,91,0,10,30.0,2,128.26
Bengaluru,Whitefield,Entire home/apt,7,1,1,1,4.5,53,0,11,34.0,8,57.45
Paris,Montmartre,Entire home/apt,4,2,1,2,3.98,60,1,15,1.0,7,122.0
Austin,East Austin,Entire home/apt,6,2,2,3,4.31,17,0,4,38.0,1,84.94
Dubai,Downtown,Entire home/apt,3,3,1,4,4.18,64,0,3,32.0,6,127.33
New York,Queens,Private room,7,3,1,4,5.0,139,0,20,7.0,5,91.17
San Francisco,Marina,Entire home/apt,2,1,1,2,4.09,79,0,16,24.0,12,126.36
Dubai,Jumeirah,Entire home/apt,5,2,1,3,4.82,27,0,7,19.0,11,88.68
Dubai,Deira,Entire home/apt,4,3,1,4,5.0,118,0,7,11.0,6,74.76
Mumbai,Colaba,Entire home/apt,3,2,1,2,4.61,164,1,21,18.0,3,57.82
Dubai,Jumeirah,Private room,2,2,1,2,4.59,122,0,8,27.0,11,50.01
Austin,Zilker,Entire home/apt,3,2,1,3,4.71,64,0,16,0.0,5,74.82
Mumbai,Powai,Private room,7,1,1,1,4.59,104,0,7,16.0,10,26.59
Paris,Montmartre,Entire home/apt,4,2,1,2,4.65,52,0,14,39.0,11,119.24
Paris,Montmartre,Entire home/apt,6,1,1,2,4.48,43,0,12,8.0,5,83.0
Tokyo,Shinjuku,Shared room,2,1,1,1,5.0,70,1,2,35.0,5,68.37
Paris,Montmartre,Private room,3,1,1,1,4.87,145,0,5,22.0,12,83.68
New York,Brooklyn,Entire home/apt,2,1,1,2,4.72,98,0,8,24.0,5,106.83
London,Westminster,Entire home/apt,8,2,2,3,4.19,88,0,12,8.0,12,147.44
Tokyo,Shinjuku,Hotel room,4,1,1,2,4.57,84,0,3,8.0,8,82.18
Paris,Montmartre,Private room,4,1,1,2,3.92,25,0,13,4.0,5,47.02
Bengaluru,Indiranagar,Entire home/apt,4,3,1,3,4.84,44,0,2,4.0,8,24.87
Mumbai,Powai,Entire home/apt,7,2,1,3,4.28,70,0,10,28.0,9,47.06
Bengaluru,Indiranagar,Entire home/apt,9,2,1,2,4.2,28,1,5,6.0,5,63.02
Sydney,CBD,Private room,6,2,1,2,4.23,74,0,3,15.0,1,40.03
London,Hackney,Entire home/apt,7,2,1,3,4.78,1,0,11,34.0,11,99.53
Dubai,Bur Dubai,Private room,3,2,1,2,4.59,97,0,16,20.0,11,61.49
London,Kensington,Entire home/apt,5,2,1,2,4.35,30,0,8,23.0,5,112.28
London,Camden,Entire home/apt,9,1,1,2,4.6,104,0,10,35.0,11,127.62
Paris,Montmartre,Entire home/apt,8,1,1,1,4.49,47,0,10,29.0,7,134.61
London,Camden,Entire home/apt,8,2,1,3,4.78,64,0,9,39.0,11,131.49
Sydney,Bondi,Entire home/apt,9,1,1,2,4.17,72,0,9,25.0,2,100.75
Paris,Latin Quarter,Entire home/apt,4,2,1,2,4.82,81,0,6,21.0,4,134.7
Dubai,Downtown,Entire home/apt,5,3,1,4,4.5,29,0,15,35.0,8,130.9
Sydney,Manly,Hotel room,6,2,1,3,4.67,26,1,10,4.0,8,91.15
London,Kensington,Private room,3,1,1,1,4.88,22,0,19,5.0,7,63.31
New York,Staten Island,Entire home/apt,4,1,1,2,4.59,55,0,21,28.0,4,83.14
London,Greenwich,Entire home/apt,2,2,1,2,4.29,37,0,13,17.0,11,77.35
Sydney,Surry Hills,Hotel room,7,2,1,3,5.0,34,0,14,21.0,9,91.03
London,Camden,Entire home/apt,8,1,1,2,4.48,26,0,11,22.0,11,93.95
Bengaluru,MG Road,Private room,3,1,1,1,4.71,114,0,10,28.0,6,47.96
Austin,Hyde Park,Entire home/apt,4,1,1,1,4.27,105,0,10,31.0,9,86.31
Dubai,Marina,Entire home/apt,2,2,1,2,4.6,60,1,11,34.0,12,132.26
Mumbai,Bandra,Entire home/apt,6,2,1,3,4.98,89,0,19,23.0,4,45.72
San Francisco,Sunset,Private room,6,1,1,1,4.79,10,0,14,18.0,8,63.45
Paris,Montmartre,Private room,5,1,1,2,4.67,62,0,3,32.0,11,74.06
Austin,East Austin,Private room,7,1,1,2,4.81,28,1,11,14.0,2,42.17
Tokyo,Ginza,Private room,6,1,1,1,4.69,30,0,10,12.0,1,52.68
Austin,South Congress,Entire home/apt,4,1,1,1,4.33,111,0,6,15.0,1,74.61
Sydney,CBD,Private room,3,1,1,1,4.6,58,0,9,38.0,3,62.82
Tokyo,Roppongi,Entire home/apt,9,2,1,3,4.71,61,0,21,21.0,1,128.09
Paris,Montmartre,Entire home/apt,3,2,1,3,4.38,36,0,9,26.0,6,117.87
Tokyo,Shibuya,Entire home/apt,7,3,1,4,4.28,93,0,12,15.0,5,137.56
Dubai,Bur Dubai,Private room,4,1,1,2,4.24,59,0,14,3.0,4,41.64
Bengaluru,Koramangala,Private room,6,1,1,1,5.0,91,1,6,33.0,3,60.87
Sydney,Newtown,Entire home/apt,5,1,1,1,4.39,62,1,10,32.0,3,104.14
Dubai,Marina,Entire home/apt,4,2,1,2,4.05,99,0,16,24.0,11,110.73
Paris,1st Arr.,Entire home/apt,7,3,1,4,4.33,106,0,17,16.0,12,157.22
Bengaluru,MG Road,Entire home/apt,4,2,1,2,4.85,76,1,11,35.0,7,83.52
London,Greenwich,Entire home/apt,8,2,1,3,4.51,40,0,10,25.0,2,93.6
Austin,Zilker,Entire home/apt,7,2,1,2,4.94,46,0,12,38.0,2,97.87
Mumbai,Andheri,Entire home/apt,4,3,1,3,4.5,84,0,9,13.0,7,61.43
Austin,Hyde Park,Entire home/apt,5,1,2,2,4.34,99,0,6,31.0,5,75.9
London,Camden,Private room,5,1,1,1,3.76,68,1,7,21.0,10,47.94
Sydney,Surry Hills,Private room,5,2,1,2,4.45,41,1,19,21.0,8,79.63
Paris,Montmartre,Entire home/apt,8,2,1,3,4.91,55,0,2,32.0,12,111.0
Bengaluru,HSR Layout,Entire home/apt,3,2,1,2,3.99,26,0,8,19.0,6,61.21
London,Kensington,Entire home/apt,9,2,1,3,4.06,82,0,20,3.0,10,118.12
New York,Brooklyn,Private room,2,1,1,1,4.37,66,0,18,19.0,4,77.45
New York,Manhattan,Entire home/apt,4,1,1,1,4.4,46,0,10,34.0,5,157.55
Tokyo,Shinjuku,Entire home/apt,8,3,1,4,5.0,13,0,7,20.0,6,144.64
Sydney,Surry Hills,Private room,6,2,1,2,4.42,67,0,7,26.0,9,81.02
Paris,Montmartre,Private room,2,2,1,3,4.65,45,0,17,16.0,6,82.94
Paris,Le Marais,Private room,2,1,1,1,4.72,54,1,9,32.0,6,78.29
Austin,Downtown,Entire home/apt,6,2,1,2,4.86,76,0,7,7.0,9,81.55
Mumbai,Bandra,Entire home/apt,5,1,1,2,4.1,26,0,6,21.0,3,42.25
San Francisco,Sunset,Entire home/apt,5,3,1,3,4.11,110,0,16,22.0,7,148.76
Austin,Downtown,Hotel room,3,2,1,2,4.55,112,0,20,11.0,9,77.79
Paris,Montmartre,Entire home/apt,4,3,1,3,4.53,126,1,17,21.0,2,118.34
Austin,South Congress,Private room,6,1,1,1,3.99,65,0,6,33.0,1,60.92
Tokyo,Roppongi,Entire home/apt,7,2,1,2,3.73,146,0,18,38.0,11,153.64
Dubai,Jumeirah,Entire home/apt,5,2,1,3,4.5,37,0,2,35.0,3,113.89
Paris,Montmartre,Entire home/apt,4,1,2,1,4.36,65,0,4,5.0,1,83.42
London,Greenwich,Entire home/apt,6,2,1,2,4.44,74,0,14,21.0,11,97.87
Mumbai,Powai,Entire home/apt,5,1,1,2,4.33,30,0,8,0.0,9,12.0
San Francisco,SoMa,Entire home/apt,8,1,1,1,4.34,66,0,12,21.0,12,154.3
Austin,South Congress,Entire home/apt,9,1,1,1,4.1,30,1,8,2.0,7,74.85
San Francisco,Mission,Entire home/apt,9,2,1,2,5.0,7,1,16,11.0,11,115.31
Mumbai,Powai,Entire home/apt,5,1,1,1,5.0,58,0,17,19.0,4,57.35
Bengaluru,Koramangala,Entire home/apt,2,1,1,1,4.7,3,0,15,0.0,11,20.53
Sydney,Manly,Entire home/apt,9,2,1,3,4.65,49,1,12,2.0,10,101.13
Austin,Hyde Park,Private room,6,1,2,2,4.81,43,1,6,1.0,6,27.24
Sydney,Newtown,Entire home/apt,9,1,1,1,5.0,20,0,12,9.0,3,62.65
Tokyo,Ginza,Private room,6,1,1,1,4.31,61,0,15,27.0,4,81.74
Dubai,Downtown,Entire home/apt,5,4,1,4,4.2,56,0,11,28.0,4,113.11
Dubai,Marina,Entire home/apt,4,1,1,1,4.47,23,0,2,26.0,11,100.98
Bengaluru,Koramangala,Private room,6,1,1,2,4.51,95,0,11,3.0,5,18.76
Tokyo,Roppongi,Entire home/apt,7,1,1,1,5.0,108,0,13,30.0,5,133.51
Bengaluru,MG Road,Entire home/apt,4,2,1,2,4.38,33,0,9,29.0,4,62.4
Tokyo,Shibuya,Entire home/apt,9,3,1,3,4.75,55,0,13,2.0,2,89.69
Dubai,Marina,Private room,1,1,1,1,4.67,77,1,17,7.0,7,64.16
Paris,Bastille,Entire home/apt,9,1,1,2,5.0,15,0,21,32.0,5,121.38
Sydney,Surry Hills,Private room,1,1,1,2,5.0,24,0,24,1.0,7,46.51
Paris,Montmartre,Entire home/apt,9,1,1,1,4.53,41,0,7,17.0,11,98.14
Bengaluru,HSR Layout,Entire home/apt,3,1,1,2,3.69,79,0,12,0.0,8,36.75
London,Westminster,Entire home/apt,9,3,1,4,4.66,96,0,3,23.0,10,149.13
Austin,Zilker,Entire home/apt,6,1,1,2,4.87,43,0,15,10.0,10,74.04
Sydney,Newtown,Private room,3,2,1,2,4.54,34,0,8,7.0,4,45.42
Dubai,Downtown,Entire home/apt,6,1,2,2,4.24,108,0,12,21.0,8,113.55
Tokyo,Shibuya,Hotel room,5,1,1,2,4.92,73,0,17,17.0,11,94.37
Austin,Zilker,Entire home/apt,5,1,1,2,4.66,74,1,16,16.0,10,80.53
San Francisco,Sunset,Entire home/apt,4,2,1,3,4.55,81,0,18,36.0,7,157.19
Austin,Hyde Park,Entire home/apt,4,2,2,2,4.98,33,0,16,11.0,8,86.45
Austin,Hyde Park,Entire home/apt,3,1,1,1,4.39,72,1,8,0.0,9,52.11
Tokyo,Shibuya,Private room,6,1,1,2,4.75,47,0,14,9.0,6,69.02
Dubai,Deira,Private room,4,2,1,3,4.71,118,0,10,14.0,5,59.37
San Francisco,Nob Hill,Entire home/apt,7,2,1,2,4.05,23,0,9,20.0,7,151.32
Paris,Montmartre,Private room,2,1,1,1,5.0,114,0,11,6.0,10,54.13
London,Hackney,Entire home/apt,7,2,1,2,4.55,32,1,13,4.0,7,108.35
Mumbai,Colaba,Private room,3,2,1,3,4.36,61,0,3,29.0,3,38.61
Austin,Downtown,Entire home/apt,2,2,1,3,3.97,115,0,13,22.0,10,88.63
Mumbai,Dadar,Entire home/apt,9,2,1,3,4.35,68,0,12,18.0,3,51.0
Bengaluru,Koramangala,Entire home/apt,6,2,1,2,4.98,82,0,10,26.0,9,64.75
New York,Brooklyn,Private room,7,1,1,2,4.13,61,1,12,23.0,4,79.36
London,Greenwich,Entire home/apt,6,1,1,1,4.11,68,1,11,37.0,7,134.88
London,Westminster,Entire home/apt,2,2,1,3,4.81,93,1,15,33.0,1,146.14
Sydney,Manly,Entire home/apt,3,2,1,3,4.12,55,0,21,12.0,11,88.05
Austin,Downtown,Entire home/apt,6,1,1,1,4.75,50,1,19,1.0,9,89.89
San Francisco,SoMa,Entire home/apt,5,2,1,3,5.0,43,0,12,34.0,1,140.61
New York,Brooklyn,Entire home/apt,3,2,1,2,4.73,93,0,18,18.0,12,132.66
Tokyo,Roppongi,Entire home/apt,4,2,1,2,4.73,78,0,20,9.0,12,141.45
Paris,1st Arr.,Entire home/apt,4,2,1,3,4.21,73,0,11,32.0,7,156.48
London,Camden,Entire home/apt,6,2,1,3,4.77,27,0,9,14.0,6,95.19
Paris,Le Marais,Entire home/apt,9,3,1,4,4.81,60,0,4,19.0,5,139.03
Paris,Le Marais,Entire home/apt,3,1,1,2,5.0,10,0,22,29.0,5,139.19
Sydney,Manly,Private room,6,2,1,3,5.0,88,0,2,11.0,12,61.41
Mumbai,Colaba,Entire home/apt,7,2,2,3,4.39,52,1,15,13.0,4,59.6
Austin,South Congress,Entire home/apt,6,2,1,3,4.86,100,0,2,30.0,1,92.55
Tokyo,Roppongi,Entire home/apt,4,1,1,2,4.46,30,0,12,8.0,1,82.79
Mumbai,Colaba,Entire home/apt,3,2,1,2,4.42,66,0,2,5.0,9,31.78
Sydney,Newtown,Entire home/apt,2,2,1,2,4.35,74,1,11,19.0,10,95.25
Dubai,Deira,Entire home/apt,2,1,1,1,4.32,17,0,6,17.0,7,66.14
Paris,Le Marais,Private room,1,1,1,2,4.45,43,0,9,27.0,3,51.5
Austin,Downtown,Entire home/apt,4,1,1,2,4.88,125,0,2,19.0,2,69.72
London,Greenwich,Entire home/apt,9,1,1,1,5.0,59,1,6,22.0,10,109.91
Austin,Zilker,Entire home/apt,3,2,1,3,5.0,41,0,11,3.0,7,77.68
Paris,1st Arr.,Entire home/apt,8,1,1,1,5.0,59,0,11,14.0,4,133.33
London,Camden,Entire home/apt,7,1,1,2,4.53,96,0,15,2.0,8,108.35
London,Westminster,Private room,5,1,1,2,3.79,88,0,7,28.0,1,55.12
Bengaluru,HSR Layout,Entire home/apt,6,2,1,2,5.0,29,1,4,27.0,8,72.6
Tokyo,Roppongi,Entire home/apt,2,1,1,1,4.46,72,0,11,13.0,12,103.26
San Francisco,Sunset,Entire home/apt,4,1,1,2,4.66,23,0,23,38.0,4,108.77
New York,Brooklyn,Entire home/apt,6,1,1,1,4.83,41,1,14,27.0,12,123.86
San Francisco,Sunset,Private room,1,1,1,1,4.51,49,0,12,35.0,8,88.44
San Francisco,Sunset,Entire home/apt,4,1,1,2,4.62,64,0,12,11.0,1,86.49
Mumbai,Powai,Entire home/apt,8,1,1,1,4.85,49,1,3,16.0,10,46.46
London,Camden,Entire home/apt,2,1,1,2,3.98,146,0,19,30.0,4,117.26
Mumbai,Bandra,Entire home/apt,5,1,1,2,4.29,8,0,21,21.0,7,44.84
Sydney,Manly,Hotel room,3,1,1,2,4.66,14,0,10,7.0,11,85.64
New York,Manhattan,Entire home/apt,7,1,1,2,4.54,66,0,6,33.0,8,161.29
Austin,Hyde Park,Private room,4,1,1,2,4.78,69,1,4,26.0,12,45.91
Tokyo,Shinjuku,Private room,1,1,1,2,4.62,59,0,4,37.0,11,71.77
Tokyo,Shinjuku,Entire home/apt,8,2,1,2,4.82,73,0,7,28.0,3,108.76
Austin,Hyde Park,Entire home/apt,6,1,1,2,4.6,116,0,9,30.0,8,100.16
Paris,Latin Quarter,Entire home/apt,5,2,1,3,4.75,13,0,16,28.0,10,123.2
Sydney,Newtown,Entire home/apt,2,4,2,5,4.78,83,0,4,38.0,3,125.16
New York,Bronx,Entire home/apt,4,2,1,2,4.54,53,0,10,15.0,6,96.72
Mumbai,Powai,Entire home/apt,5,2,1,3,4.27,17,0,17,23.0,3,52.08
London,Camden,Entire home/apt,2,2,1,2,4.05,31,0,9,35.0,1,115.26
Sydney,CBD,Private room,2,1,2,1,4.39,116,0,17,35.0,2,81.13
San Francisco,SoMa,Entire home/apt,7,1,1,1,5.0,60,0,13,33.0,12,161.37
Austin,South Congress,Entire home/apt,7,2,1,2,4.78,73,0,7,16.0,1,80.4
Paris,1st Arr.,Entire home/apt,3,1,1,2,4.41,52,0,7,19.0,12,125.62
Bengaluru,HSR Layout,Hotel room,3,1,1,1,4.34,14,1,11,13.0,6,40.18
Dubai,Jumeirah,Entire home/apt,7,1,1,1,4.32,56,0,7,24.0,5,89.14
Mumbai,Andheri,Private room,6,1,1,1,5.0,61,0,11,39.0,11,59.26
Austin,East Austin,Entire home/apt,4,1,1,2,4.26,59,0,9,23.0,7,88.54
New York,Staten Island,Entire home/apt,3,2,1,3,4.7,4,0,16,2.0,10,61.26
Paris,Bastille,Entire home/apt,9,2,1,3,5.0,86,0,17,7.0,4,115.27
New York,Manhattan,Private room,1,1,1,1,4.86,70,0,13,23.0,9,89.01
San Francisco,SoMa,Entire home/apt,3,1,1,2,4.63,50,0,3,39.0,8,151.17
Dubai,Jumeirah,Entire home/apt,2,1,1,2,4.43,32,0,15,35.0,12,109.3
Paris,Bastille,Entire home/apt,5,1,1,2,4.91,1,0,6,34.0,12,127.6
Bengaluru,Whitefield,Private room,4,1,1,1,4.61,61,0,2,24.0,5,33.54
New York,Staten Island,Entire home/apt,8,3,1,3,4.8,5,1,3,10.0,3,81.47
New York,Bronx,Private room,3,3,1,3,4.15,26,0,19,4.0,1,43.75
London,Hackney,Entire home/apt,9,3,1,4,4.32,56,0,18,22.0,2,109.08
Bengaluru,Whitefield,Entire home/apt,7,3,2,3,5.0,19,0,10,16.0,12,59.06
Mumbai,Colaba,Entire home/apt,3,3,1,3,4.67,18,1,20,2.0,9,37.69
Tokyo,Roppongi,Entire home/apt,6,3,1,4,4.89,42,0,6,31.0,11,107.12
Paris,1st Arr.,Private room,4,1,1,2,4.18,125,0,10,30.0,9,72.02
London,Camden,Entire home/apt,2,1,1,1,4.68,61,1,11,14.0,10,95.95
London,Kensington,Entire home/apt,4,2,1,3,4.44,46,1,6,32.0,5,137.98
London,Kensington,Entire home/apt,6,2,1,2,4.63,24,0,5,17.0,6,122.19
New York,Manhattan,Private room,3,1,1,2,4.18,55,1,16,34.0,12,104.56
Dubai,Jumeirah,Entire home/apt,9,1,1,1,4.48,47,0,6,8.0,4,81.31
Paris,Le Marais,Entire home/apt,9,2,1,2,4.79,78,0,17,36.0,1,131.66
New York,Manhattan,Private room,2,1,1,2,5.0,23,0,9,18.0,9,77.95
Bengaluru,MG Road,Entire home/apt,8,1,2,1,4.66,54,0,8,4.0,11,39.46
New York,Bronx,Shared room,4,1,1,2,4.67,96,0,14,8.0,9,39.88
Mumbai,Bandra,Private room,2,1,1,1,4.59,63,0,18,25.0,1,42.19
Dubai,Bur Dubai,Entire home/apt,6,1,1,2,4.39,97,1,13,23.0,4,101.37
London,Westminster,Entire home/apt,3,2,1,2,5.0,72,0,6,8.0,2,107.1
New York,Manhattan,Entire home/apt,9,2,1,2,5.0,124,0,18,19.0,11,152.15
Sydney,Manly,Shared room,5,1,1,1,4.73,70,0,10,15.0,3,26.4
Bengaluru,Whitefield,Entire home/apt,2,2,1,3,5.0,79,0,8,28.0,5,58.6
London,Camden,Entire home/apt,7,1,1,1,5.0,15,0,8,1.0,10,86.31
Tokyo,Roppongi,Entire home/apt,9,1,1,1,4.51,103,0,12,16.0,10,140.41
Bengaluru,Whitefield,Entire home/apt,2,2,1,2,4.43,62,0,20,2.0,8,30.07
Dubai,Jumeirah,Private room,3,2,1,3,4.44,7,0,20,38.0,1,67.01
London,Westminster,Private room,1,2,1,3,4.57,87,1,13,32.0,5,105.61
Dubai,Jumeirah,Entire home/apt,5,2,1,2,4.39,67,0,9,36.0,3,111.76
Paris,Latin Quarter,Entire home/apt,4,2,1,3,4.55,108,0,22,16.0,9,149.13
Mumbai,Dadar,Private room,3,1,1,2,3.95,142,0,7,31.0,11,44.38
Mumbai,Powai,Private room,4,1,1,2,5.0,82,0,7,31.0,9,37.22
Dubai,Downtown,Private room,2,1,1,1,4.71,10,0,11,17.0,4,55.15
Tokyo,Ginza,Entire home/apt,6,1,1,1,3.87,51,1,15,36.0,1,116.9
New York,Queens,Shared room,1,2,1,2,5.0,78,1,12,7.0,11,43.51
Sydney,Surry Hills,Entire home/apt,7,2,1,2,4.08,78,1,12,1.0,5,77.17
San Francisco,Sunset,Private room,4,1,1,1,5.0,57,1,14,17.0,11,63.38
